/TP0/D (Vsb=0) X,/TP0/D (Vsb=0) Y
1.590000000000001,-2.137073223760747e-09
1.600000000000001,-1.624984121974024e-09
1.610000000000001,-1.235552460579271e-09
1.620000000000001,-9.394809655940669e-10
1.630000000000001,-7.144215107353958e-10
1.640000000000001,-5.433506235095878e-10
1.650000000000001,-4.133138853388239e-10
1.660000000000001,-3.144602918697108e-10
1.670000000000001,-2.393023669144982e-10
1.680000000000001,-1.821508104132428e-10
1.690000000000001,-1.386833832354588e-10
1.700000000000001,-1.056166405556376e-10
1.710000000000001,-8.045624265327102e-11
1.720000000000001,-6.130717539840333e-11
1.730000000000001,-4.672957885573863e-11
1.740000000000001,-3.562925891622571e-11
1.750000000000001,-2.717455386625492e-11
1.760000000000001,-2.073321714187911e-11
1.770000000000001,-1.582449702022531e-11
1.780000000000001,-1.208275205395865e-11
1.790000000000001,-9.229822319696344e-12
1.8,-7.054046436459158e-12
