/TP0/D (Vsb=0) X,/TP0/D (Vsb=0) Y
0,-9.223353402796022e-05
0.01,-9.131264380895042e-05
0.02,-9.039131673689448e-05
0.03,-8.946960140569879e-05
0.04,-8.854754734724289e-05
0.05,-8.762520504816873e-05
0.06,-8.670262596697128e-05
0.07000000000000001,-8.577986255139764e-05
0.08,-8.485696825614948e-05
0.09,-8.393399756089936e-05
0.09999999999999999,-8.301100598861277e-05
0.11,-8.208805012418115e-05
0.12,-8.116518763336483e-05
0.13,-8.024247728204378e-05
0.14,-7.931997895578013e-05
0.15,-7.839775367967946e-05
0.16,-7.747586363856211e-05
0.17,-7.655437219743117e-05
0.18,-7.563334392223584e-05
0.19,-7.471284460092446e-05
0.2,-7.379294126478511e-05
0.21,-7.287370221005892e-05
0.2200000000000001,-7.195519701982466e-05
0.2300000000000001,-7.103749658614185e-05
0.2400000000000001,-7.012067313244049e-05
0.2500000000000001,-6.920480023614953e-05
0.2600000000000001,-6.828995285154237e-05
0.2700000000000001,-6.7376207332793e-05
0.2800000000000001,-6.646364145721822e-05
0.2900000000000001,-6.5552334448689e-05
0.3000000000000001,-6.464236700119042e-05
0.3100000000000001,-6.373382130250541e-05
0.3200000000000001,-6.282678105799607e-05
0.3300000000000001,-6.192133151445522e-05
0.3400000000000001,-6.101755948399463e-05
0.3500000000000001,-6.011555336793787e-05
0.3600000000000002,-5.921540318067867e-05
0.3700000000000002,-5.831720057346583e-05
0.3800000000000002,-5.742103885806855e-05
0.3900000000000002,-5.65270130302743e-05
0.4000000000000002,-5.563521979317008e-05
0.4100000000000002,-5.474575758014489e-05
0.4200000000000002,-5.385872657755965e-05
0.4300000000000002,-5.297422874701264e-05
0.4400000000000002,-5.209236784713485e-05
0.4500000000000002,-5.121324945483384e-05
0.4600000000000002,-5.033698098591054e-05
0.4700000000000003,-4.946367171495619e-05
0.4800000000000003,-4.859343279443821e-05
0.4900000000000003,-4.772637727287333e-05
0.5000000000000002,-4.686262011198258e-05
0.5100000000000002,-4.600227820271066e-05
0.5200000000000002,-4.514547037999031e-05
0.5300000000000002,-4.429231743612109e-05
0.5400000000000003,-4.344294213262464e-05
0.5500000000000003,-4.259746921042907e-05
0.5600000000000003,-4.175602539823121e-05
0.5700000000000003,-4.091873941886879e-05
0.5800000000000003,-4.008574199353199e-05
0.5900000000000003,-3.925716584363399e-05
0.6000000000000003,-3.84331456901444e-05
0.6100000000000003,-3.761381825019025e-05
0.6200000000000003,-3.679932223070983e-05
0.6300000000000003,-3.598979831894112e-05
0.6400000000000003,-3.518538916951447e-05
0.6500000000000004,-3.438623938791236e-05
0.6600000000000004,-3.359249551004427e-05
0.6700000000000004,-3.280430597768252e-05
0.6800000000000004,-3.202182110949223e-05
0.6900000000000004,-3.12451930673803e-05
0.7000000000000004,-3.047457581788113e-05
0.7100000000000004,-2.971012508829093e-05
0.7200000000000004,-2.895199831725285e-05
0.7300000000000004,-2.820035459949086e-05
0.7400000000000004,-2.745535462438476e-05
0.7500000000000004,-2.671716060807347e-05
0.7600000000000005,-2.598593621876821e-05
0.7700000000000005,-2.526184649495767e-05
0.7800000000000005,-2.454505775617836e-05
0.7900000000000005,-2.383573750602706e-05
0.8000000000000005,-2.313405432708286e-05
0.8100000000000005,-2.244017776741281e-05
0.8200000000000005,-2.175427821832361e-05
0.8300000000000005,-2.107652678302546e-05
0.8400000000000005,-2.040709513586931e-05
0.8500000000000005,-1.974615537181156e-05
0.8600000000000005,-1.909387984575946e-05
0.8700000000000006,-1.845044100143787e-05
0.8800000000000006,-1.781601118941217e-05
0.8900000000000006,-1.719076247388946e-05
0.9000000000000006,-1.657486642790406e-05
0.9100000000000006,-1.596849391647999e-05
0.9200000000000006,-1.537181486733925e-05
0.9300000000000006,-1.478499802870624e-05
0.9400000000000006,-1.420821071373025e-05
0.9500000000000006,-1.364161853102562e-05
0.9600000000000006,-1.308538510079679e-05
0.9700000000000006,-1.253967175599151e-05
0.9800000000000006,-1.200463722789484e-05
0.9900000000000007,-1.14804373155534e-05
1.000000000000001,-1.096722453839576e-05
1.010000000000001,-1.04651477713986e-05
1.020000000000001,-9.97435186213754e-06
1.030000000000001,-9.494977229058446e-06
1.040000000000001,-9.027159440312873e-06
1.050000000000001,-8.571028772517473e-06
1.060000000000001,-8.126709748827476e-06
1.070000000000001,-7.694320655753265e-06
1.080000000000001,-7.273973038202526e-06
1.090000000000001,-6.865771172290721e-06
1.100000000000001,-6.469811515534848e-06
1.110000000000001,-6.086182134119342e-06
1.120000000000001,-5.714962107002191e-06
1.130000000000001,-5.356220906700629e-06
1.140000000000001,-5.010017756660914e-06
1.150000000000001,-4.676400965161502e-06
1.160000000000001,-4.355407235718209e-06
1.170000000000001,-4.047060953943076e-06
1.180000000000001,-3.751373450743699e-06
1.190000000000001,-3.468342241624558e-06
1.200000000000001,-3.197950241655414e-06
1.210000000000001,-2.940164955388337e-06
1.220000000000001,-2.694937640624387e-06
1.230000000000001,-2.46220244444156e-06
1.240000000000001,-2.241875509292398e-06
1.250000000000001,-2.033854046264343e-06
1.260000000000001,-1.838015371787048e-06
1.270000000000001,-1.654215903209951e-06
1.280000000000001,-1.482290107849651e-06
1.290000000000001,-1.322049399472886e-06
1.300000000000001,-1.1732809760108e-06
1.310000000000001,-1.035746593037174e-06
1.320000000000001,-9.091812699082475e-07
1.330000000000001,-7.932919305740304e-07
1.340000000000001,-6.877559906238894e-07
1.350000000000001,-5.922199185719711e-07
1.360000000000001,-5.062978260625128e-07
1.370000000000001,-4.295701827365602e-07
1.380000000000001,-3.615828112944409e-07
1.390000000000001,-3.018463996275403e-07
1.400000000000001,-2.498368675261735e-07
1.410000000000001,-2.049970322434754e-07
1.420000000000001,-1.667400987769424e-07
1.430000000000001,-1.344555029643042e-07
1.440000000000001,-1.075174880477307e-07
1.450000000000001,-8.529644023584186e-08
1.460000000000001,-6.717245183302115e-08
1.470000000000001,-5.254994114702417e-08
1.480000000000001,-4.087166578929008e-08
1.490000000000001,-3.163036282506017e-08
1.500000000000001,-2.43766404236917e-08
1.510000000000001,-1.872250792859771e-08
1.520000000000001,-1.434077367223036e-08
1.530000000000001,-1.096117412175694e-08
1.540000000000001,-8.364382201696097e-09
1.550000000000001,-6.37500562835042e-09
1.560000000000001,-4.854453691711731e-09
1.570000000000001,-3.694256467171546e-09
1.580000000000001,-2.810153932119393e-09
